id2,id,caseid,ppworka,intlen,age,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,cli_disp,xideo,xparty4,co_reg3,weight,duration__in_seconds_,consent,cert,pveh_1_1,pveh_2_2,pveh_3_3,vot,n,choice_set,card,c1,pop,compensation,cost_sharing,livestock,gove,hunt,cost,protest,asc,pop2,poptime,pop2time,popzip,pop2zip,popinc,pop2inc,asc_inc,popage,pop2age,asc_age,popid,pop2id,id_card,ncost,npop,ncompensation,ncost_sharing,nlivestock,ngove,nhunt,_caseid,_panelaltid,npop2
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,3,193,0,400,1,0,180,0,1,10,2.75,1,160000,-91.568665,-36627.465,32006800,12802719744,2800,1120000,7,27600,11040000,69,-691.18884,-276475.53,3,-0.79026139,0.57150942,0.41024503,-0.70707279,1.6665219,-0.8480801,1.4141455,3,2,0.32662302
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,4,214,0,200,2,1,180,30,1,10,2.75,1,40000,-45.784332,-9156.8662,16003400,3200679936,1400,280000,7,13800,2760000,69,-345.59442,-69118.883,4,-0.79026139,-0.30864784,1.6363785,1.4141455,1.6665219,0.58179092,1.4141455,4,2,0.095263489
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,5,235,0,400,0,1,90,50,1,50,2.75,1,160000,-91.568665,-36627.465,32006800,12802719744,2800,1120000,7,27600,11040000,69,-691.18884,-276475.53,5,-0.24590744,0.57150942,-0.81588852,1.4141455,0.33047828,1.5350382,1.4141455,5,2,0.32662302
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,6,256,0,600,0,1,23,30,1,50,2.75,1,360000,-137.353,-82411.797,48010200,28806119424,4200,2520000,7,41400,24840000,69,-1036.7833,-622070,6,-0.24590744,1.4516667,-0.81588852,1.4141455,-0.664132,0.58179092,1.4141455,6,2,2.1073363
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,7,277,0,200,0,1,180,30,0,50,2.75,1,40000,-45.784332,-9156.8662,16003400,3200679936,1400,280000,7,13800,2760000,69,-345.59442,-69118.883,7,-0.24590744,-0.30864784,-0.81588852,1.4141455,1.6665219,0.58179092,-0.70707279,7,2,0.095263489
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,2,8,298,0,400,1,0,23,0,0,100,2.75,1,160000,-91.568665,-36627.465,32006800,12802719744,2800,1120000,7,27600,11040000,69,-691.18884,-276475.53,8,0.43453503,0.57150942,0.41024503,-0.70707279,-0.664132,-0.8480801,-0.70707279,8,2,0.32662302
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,1,158,0,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,1,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,1,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,2,179,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,2,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,2,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,3,200,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,3,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,3,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,4,221,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,4,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,4,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,5,242,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,5,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,5,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,6,263,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,6,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,6,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,7,284,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,7,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,7,3,1.3105606
1,-1.7279721,947016,2,1127,69,4,4,2,1,2,1,7,1,1,4,1,84,2,2,0,Completed,4,3,1,1.0008,1127,1,2,1,1.1,2,1,3,8,305,1,10,0,0,8,0,0,0,2.75,0,100,-2.2892165,-22.892166,800170,8001700,70,700,0,690,6900,0,-17.279722,-172.79721,8,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,8,3,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,1,144,0,600,1,0,23,0,0,50,2.875,1,360000,-141.67352,-85004.117,48726600,29235959808,3000,1800000,5,46800,28080000,78,-1031.9834,-619190,9,-0.24590744,1.4516667,0.41024503,-0.70707279,-0.664132,-0.8480801,-0.70707279,9,4,2.1073363
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,2,165,0,600,1,1,180,30,0,10,2.875,1,360000,-141.67352,-85004.117,48726600,29235959808,3000,1800000,5,46800,28080000,78,-1031.9834,-619190,10,-0.79026139,1.4516667,0.41024503,1.4141455,1.6665219,0.58179092,-0.70707279,10,4,2.1073363
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,3,186,0,200,0,1,23,50,0,50,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,11,-0.24590744,-0.30864784,-0.81588852,1.4141455,-0.664132,1.5350382,-0.70707279,11,4,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,4,207,0,600,0,0,90,0,0,200,2.875,1,360000,-141.67352,-85004.117,48726600,29235959808,3000,1800000,5,46800,28080000,78,-1031.9834,-619190,12,1.7954199,1.4516667,-0.81588852,-0.70707279,0.33047828,-0.8480801,-0.70707279,12,4,2.1073363
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,5,228,0,200,1,0,180,0,0,150,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,13,1.1149775,-0.30864784,0.41024503,-0.70707279,1.6665219,-0.8480801,-0.70707279,13,4,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,6,249,0,200,2,0,180,50,0,100,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,14,0.43453503,-0.30864784,1.6363785,-0.70707279,1.6665219,1.5350382,-0.70707279,14,4,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,7,270,0,400,2,0,23,50,1,150,2.875,1,160000,-94.44902,-37779.609,32484400,12993760256,2000,800000,5,31200,12480000,78,-687.98889,-275195.56,15,1.1149775,0.57150942,1.6363785,-0.70707279,-0.664132,1.5350382,1.4141455,15,4,0.32662302
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,1,8,291,0,200,0,1,90,30,1,150,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,16,1.1149775,-0.30864784,-0.81588852,1.4141455,0.33047828,0.58179092,1.4141455,16,4,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,1,151,0,400,0,1,90,50,1,100,2.875,1,160000,-94.44902,-37779.609,32484400,12993760256,2000,800000,5,31200,12480000,78,-687.98889,-275195.56,9,0.43453503,0.57150942,-0.81588852,1.4141455,0.33047828,1.5350382,1.4141455,9,5,0.32662302
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,2,172,0,200,2,0,23,0,1,150,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,10,1.1149775,-0.30864784,1.6363785,-0.70707279,-0.664132,-0.8480801,1.4141455,10,5,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,3,193,0,400,1,0,180,0,1,10,2.875,1,160000,-94.44902,-37779.609,32484400,12993760256,2000,800000,5,31200,12480000,78,-687.98889,-275195.56,11,-0.79026139,0.57150942,0.41024503,-0.70707279,1.6665219,-0.8480801,1.4141455,11,5,0.32662302
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,4,214,0,200,2,1,180,30,1,10,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,12,-0.79026139,-0.30864784,1.6363785,1.4141455,1.6665219,0.58179092,1.4141455,12,5,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,5,235,0,400,0,1,90,50,1,50,2.875,1,160000,-94.44902,-37779.609,32484400,12993760256,2000,800000,5,31200,12480000,78,-687.98889,-275195.56,13,-0.24590744,0.57150942,-0.81588852,1.4141455,0.33047828,1.5350382,1.4141455,13,5,0.32662302
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,6,256,0,600,0,1,23,30,1,50,2.875,1,360000,-141.67352,-85004.117,48726600,29235959808,3000,1800000,5,46800,28080000,78,-1031.9834,-619190,14,-0.24590744,1.4516667,-0.81588852,1.4141455,-0.664132,0.58179092,1.4141455,14,5,2.1073363
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,7,277,0,200,0,1,180,30,0,50,2.875,1,40000,-47.22451,-9444.9023,16242200,3248440064,1000,200000,5,15600,3120000,78,-343.99445,-68798.891,15,-0.24590744,-0.30864784,-0.81588852,1.4141455,1.6665219,0.58179092,-0.70707279,15,5,0.095263489
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,2,8,298,1,400,1,0,23,0,0,100,2.875,1,160000,-94.44902,-37779.609,32484400,12993760256,2000,800000,5,31200,12480000,78,-687.98889,-275195.56,16,0.43453503,0.57150942,0.41024503,-0.70707279,-0.664132,-0.8480801,-0.70707279,16,5,0.32662302
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,1,158,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,9,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,9,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,2,179,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,10,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,10,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,3,200,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,11,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,11,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,4,221,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,12,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,12,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,5,242,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,13,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,13,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,6,263,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,14,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,14,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,7,284,1,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,15,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,15,6,1.3105606
2,-1.7199723,597745,6,667,78,3,3,1,1,2,1,5,1,0,4,1,84,3,2,0,Completed,5,2,3,0.59979999,667,1,1,-99,-99,-99,2,3,8,305,0,10,0,0,8,0,0,0,2.875,0,100,-2.3612256,-23.612255,812110,8121100,50,500,0,780,7800,0,-17.199722,-171.99722,16,-0.92634994,-1.1447972,-0.81588852,-0.70707279,-0.88680595,-0.8480801,-0.70707279,16,6,1.3105606
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,1,144,0,400,2,1,180,0,1,50,3,1,160000,-89.020172,-35608.07,32366800,12946719744,1600,640000,4,35200,14080000,88,-684.78894,-273915.56,17,-0.24590744,0.57150942,1.6363785,1.4141455,1.6665219,-0.8480801,1.4141455,17,7,0.32662302
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,2,165,0,400,0,0,180,30,0,100,3,1,160000,-89.020172,-35608.07,32366800,12946719744,1600,640000,4,35200,14080000,88,-684.78894,-273915.56,18,0.43453503,0.57150942,-0.81588852,-0.70707279,1.6665219,0.58179092,-0.70707279,18,7,0.32662302
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,3,186,0,400,2,0,90,50,0,10,3,1,160000,-89.020172,-35608.07,32366800,12946719744,1600,640000,4,35200,14080000,88,-684.78894,-273915.56,19,-0.79026139,0.57150942,1.6363785,-0.70707279,0.33047828,1.5350382,-0.70707279,19,7,0.32662302
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,4,207,0,200,1,1,90,30,1,150,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,20,1.1149775,-0.30864784,0.41024503,1.4141455,0.33047828,0.58179092,1.4141455,20,7,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,5,228,0,200,2,0,23,50,1,150,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,21,1.1149775,-0.30864784,1.6363785,-0.70707279,-0.664132,1.5350382,1.4141455,21,7,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,6,249,0,200,0,0,180,0,1,150,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,22,1.1149775,-0.30864784,-0.81588852,-0.70707279,1.6665219,-0.8480801,1.4141455,22,7,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,7,270,0,200,0,0,180,30,1,150,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,23,1.1149775,-0.30864784,-0.81588852,-0.70707279,1.6665219,0.58179092,1.4141455,23,7,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,1,8,291,0,200,2,0,23,30,0,50,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,24,-0.24590744,-0.30864784,1.6363785,-0.70707279,-0.664132,0.58179092,-0.70707279,24,7,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,2,1,151,0,200,0,0,23,50,0,10,3,1,40000,-44.510086,-8902.0176,16183400,3236679936,800,160000,4,17600,3520000,88,-342.39447,-68478.891,17,-0.79026139,-0.30864784,-0.81588852,-0.70707279,-0.664132,1.5350382,-0.70707279,17,8,0.095263489
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,2,2,172,0,600,1,1,90,50,1,10,3,1,360000,-133.53026,-80118.156,48550200,29130119168,2400,1440000,4,52800,31680000,88,-1027.1835,-616310.06,18,-0.79026139,1.4516667,0.41024503,1.4141455,0.33047828,1.5350382,1.4141455,18,8,2.1073363
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,2,3,193,0,600,0,1,23,0,1,50,3,1,360000,-133.53026,-80118.156,48550200,29130119168,2400,1440000,4,52800,31680000,88,-1027.1835,-616310.06,19,-0.24590744,1.4516667,-0.81588852,1.4141455,-0.664132,-0.8480801,1.4141455,19,8,2.1073363
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,2,4,214,0,600,0,0,180,50,0,100,3,1,360000,-133.53026,-80118.156,48550200,29130119168,2400,1440000,4,52800,31680000,88,-1027.1835,-616310.06,20,0.43453503,1.4516667,-0.81588852,-0.70707279,1.6665219,1.5350382,-0.70707279,20,8,2.1073363
3,-1.7119724,252238,6,1534,88,3,3,1,1,2,1,4,1,1,4,1,84,3,2,0,Completed,6,1,1,0.39860001,1534,1,1,1,1,1,3,2,5,235,0,400,1,1,90,0,0,200,3,1,160000,-89.020172,-35608.07,32366800,12946719744,1600,640000,4,35200,14080000,88,-684.78894,-273915.56,21,1.7954199,0.57150942,0.41024503,1.4141455,0.33047828,-0.8480801,-0.70707279,21,8,0.32662302
